CODIGO_POSTAL,POBLACION,ESTADO
66607,Apodaca,Nuevo León
66609,Apodaca,Nuevo León
66610,Apodaca,Nuevo León
66612,Apodaca,Nuevo León
66613,Apodaca,Nuevo León
66614,Apodaca,Nuevo León
66616,Apodaca,Nuevo León
66620,Apodaca,Nuevo León
66623,Apodaca,Nuevo León
66625,Apodaca,Nuevo León
66626,Apodaca,Nuevo León
66627,Apodaca,Nuevo León
66628,Apodaca,Nuevo León
66629,Apodaca,Nuevo León
66630,Apodaca,Nuevo León
66632,Apodaca,Nuevo León
66633,Apodaca,Nuevo León
66634,Apodaca,Nuevo León
66635,Apodaca,Nuevo León
66636,Apodaca,Nuevo León
66637,Apodaca,Nuevo León
66640,Apodaca,Nuevo León
66643,Apodaca,Nuevo León
66644,Apodaca,Nuevo León
66645,Apodaca,Nuevo León
66646,Apodaca,Nuevo León
66647,Apodaca,Nuevo León
66648,Apodaca,Nuevo León
66649,Apodaca,Nuevo León
66650,Pesquería,Nuevo León
66653,Pesquería,Nuevo León
66655,Pesquería,Nuevo León
66657,Pesquería,Nuevo León
66658,Pesquería,Nuevo León
66660,Pesquería,Nuevo León
66670,Pesquería,Nuevo León
66672,Pesquería,Nuevo León
66673,Pesquería,Nuevo León
66674,Pesquería,Nuevo León
66675,Pesquería,Nuevo León
66679,Pesquería,Nuevo León
66680,Pesquería,Nuevo León
66683,Pesquería,Nuevo León
66690,Pesquería,Nuevo León
66693,Pesquería,Nuevo León
66700,Marín,Nuevo León
66708,Marín,Nuevo León
66710,Marín,Nuevo León
66715,Marín,Nuevo León
66750,Doctor González,Nuevo León
66757,Doctor González,Nuevo León
66760,Doctor González,Nuevo León
66765,Doctor González,Nuevo León
66770,Doctor González,Nuevo León
66773,Doctor González,Nuevo León
66783,Doctor González,Nuevo León
66785,Doctor González,Nuevo León
66800,Los Ramones,Nuevo León
66810,Los Ramones,Nuevo León
66812,Los Ramones,Nuevo León
66820,Los Ramones,Nuevo León
66824,Los Ramones,Nuevo León
66825,Los Ramones,Nuevo León
66826,Los Ramones,Nuevo León
66827,Los Ramones,Nuevo León
66830,Los Ramones,Nuevo León
66835,Los Ramones,Nuevo León
66840,Los Ramones,Nuevo León
66842,Los Ramones,Nuevo León
66847,Los Ramones,Nuevo León
66848,Los Ramones,Nuevo León
66849,Los Ramones,Nuevo León
66850,Los Herreras,Nuevo León
66860,Los Herreras,Nuevo León
66861,Los Herreras,Nuevo León
66865,Los Herreras,Nuevo León
66872,Los Herreras,Nuevo León
66880,Los Herreras,Nuevo León
66900,Los Aldamas,Nuevo León
66910,Los Aldamas,Nuevo León
66930,Los Aldamas,Nuevo León
66940,Los Aldamas,Nuevo León
66945,Los Aldamas,Nuevo León
66950,Doctor Coss,Nuevo León
66955,Doctor Coss,Nuevo León
66960,Doctor Coss,Nuevo León
66964,Doctor Coss,Nuevo León
66970,Doctor Coss,Nuevo León
66973,Doctor Coss,Nuevo León
66980,Doctor Coss,Nuevo León
67000,General Bravo,Nuevo León
67002,General Bravo,Nuevo León
67003,General Bravo,Nuevo León
67004,General Bravo,Nuevo León
67006,General Bravo,Nuevo León
67010,General Bravo,Nuevo León
67012,General Bravo,Nuevo León
67030,General Bravo,Nuevo León
67050,China,Nuevo León
67052,China,Nuevo León
67066,China,Nuevo León
67087,China,Nuevo León
67093,China,Nuevo León
67097,China,Nuevo León
67099,China,Nuevo León
67100,Guadalupe,Nuevo León
67110,Guadalupe,Nuevo León
67112,Guadalupe,Nuevo León
67113,Guadalupe,Nuevo León
67115,Guadalupe,Nuevo León
67116,Guadalupe,Nuevo León
67117,Guadalupe,Nuevo León
67118,Guadalupe,Nuevo León
67119,Guadalupe,Nuevo León
67120,Guadalupe,Nuevo León
67123,Guadalupe,Nuevo León
67124,Guadalupe,Nuevo León
67125,Guadalupe,Nuevo León
67126,Guadalupe,Nuevo León
67128,Guadalupe,Nuevo León
67129,Guadalupe,Nuevo León
67130,Guadalupe,Nuevo León
67132,Guadalupe,Nuevo León
67133,Guadalupe,Nuevo León
67134,Guadalupe,Nuevo León
67140,Guadalupe,Nuevo León
67144,Guadalupe,Nuevo León
67150,Guadalupe,Nuevo León
67153,Guadalupe,Nuevo León
67154,Guadalupe,Nuevo León
67155,Guadalupe,Nuevo León
67160,Guadalupe,Nuevo León
67163,Guadalupe,Nuevo León
67164,Guadalupe,Nuevo León
67165,Guadalupe,Nuevo León
67167,Guadalupe,Nuevo León
67168,Guadalupe,Nuevo León
67169,Guadalupe,Nuevo León
67170,Guadalupe,Nuevo León
67173,Guadalupe,Nuevo León
67174,Guadalupe,Nuevo León
67175,Guadalupe,Nuevo León
67176,Guadalupe,Nuevo León
67177,Guadalupe,Nuevo León
67178,Guadalupe,Nuevo León
67179,Guadalupe,Nuevo León
67180,Guadalupe,Nuevo León
67182,Guadalupe,Nuevo León
67183,Guadalupe,Nuevo León
67184,Guadalupe,Nuevo León
67185,Guadalupe,Nuevo León
67186,Guadalupe,Nuevo León
67188,Guadalupe,Nuevo León
67189,Guadalupe,Nuevo León
67190,Guadalupe,Nuevo León
67192,Guadalupe,Nuevo León
67193,Guadalupe,Nuevo León
67194,Guadalupe,Nuevo León
67195,Guadalupe,Nuevo León
67196,Guadalupe,Nuevo León
67197,Guadalupe,Nuevo León
67198,Guadalupe,Nuevo León
67199,Guadalupe,Nuevo León
67200,Guadalupe,Nuevo León
67202,Guadalupe,Nuevo León
67203,Guadalupe,Nuevo León
67204,Guadalupe,Nuevo León
67205,Guadalupe,Nuevo León
67250,Juárez,Nuevo León
67253,Juárez,Nuevo León
67254,Juárez,Nuevo León
67255,Juárez,Nuevo León
67256,Juárez,Nuevo León
67257,Juárez,Nuevo León
67258,Juárez,Nuevo León
67260,Juárez,Nuevo León
67262,Juárez,Nuevo León
67265,Juárez,Nuevo León
67266,Juárez,Nuevo León
67267,Juárez,Nuevo León
67269,Juárez,Nuevo León
67275,Juárez,Nuevo León
67276,Juárez,Nuevo León
67277,Juárez,Nuevo León
67279,Juárez,Nuevo León
67280,Juárez,Nuevo León
67286,Juárez,Nuevo León
67287,Juárez,Nuevo León
67288,Juárez,Nuevo León
67289,Juárez,Nuevo León
67290,Juárez,Nuevo León
67293,Juárez,Nuevo León
67294,Juárez,Nuevo León
67296,Juárez,Nuevo León
67298,Juárez,Nuevo León
67300,Santiago,Nuevo León
67302,Santiago,Nuevo León
67303,Santiago,Nuevo León
67304,Santiago,Nuevo León
67307,Santiago,Nuevo León
67308,Santiago,Nuevo León
67310,Santiago,Nuevo León
67312,Santiago,Nuevo León
67313,Santiago,Nuevo León
67314,Santiago,Nuevo León
67315,Santiago,Nuevo León
67316,Santiago,Nuevo León
67317,Santiago,Nuevo León
67318,Santiago,Nuevo León
67320,Santiago,Nuevo León
67322,Santiago,Nuevo León
67323,Santiago,Nuevo León
67324,Santiago,Nuevo León
67325,Santiago,Nuevo León
67327,Santiago,Nuevo León
67328,Santiago,Nuevo León
67329,Santiago,Nuevo León
67330,Santiago,Nuevo León
67334,Santiago,Nuevo León
67337,Santiago,Nuevo León
67338,Santiago,Nuevo León
67340,Santiago,Nuevo León
67344,Santiago,Nuevo León
67350,Allende,Nuevo León
67353,Allende,Nuevo León
67354,Allende,Nuevo León
67362,Allende,Nuevo León
67363,Allende,Nuevo León
67370,Allende,Nuevo León
67373,Allende,Nuevo León
67374,Allende,Nuevo León
67380,Allende,Nuevo León
67383,Allende,Nuevo León
67400,General Terán,Nuevo León
67403,General Terán,Nuevo León
67405,General Terán,Nuevo León
67406,General Terán,Nuevo León
67413,General Terán,Nuevo León
67414,General Terán,Nuevo León
67415,General Terán,Nuevo León
67416,General Terán,Nuevo León
67417,General Terán,Nuevo León
67423,General Terán,Nuevo León
67430,General Terán,Nuevo León
67440,General Terán,Nuevo León
67448,General Terán,Nuevo León
67450,Cadereyta Jiménez,Nuevo León
67451,Cadereyta Jiménez,Nuevo León
67453,Cadereyta Jiménez,Nuevo León
67454,Cadereyta Jiménez,Nuevo León
67455,Cadereyta Jiménez,Nuevo León
67456,Cadereyta Jiménez,Nuevo León
67457,Cadereyta Jiménez,Nuevo León
67458,Cadereyta Jiménez,Nuevo León
67459,Cadereyta Jiménez,Nuevo León
67460,Cadereyta Jiménez,Nuevo León
67462,Cadereyta Jiménez,Nuevo León
67463,Cadereyta Jiménez,Nuevo León
67464,Cadereyta Jiménez,Nuevo León
67465,Cadereyta Jiménez,Nuevo León
67467,Cadereyta Jiménez,Nuevo León
67469,Cadereyta Jiménez,Nuevo León
67470,Cadereyta Jiménez,Nuevo León
67473,Cadereyta Jiménez,Nuevo León
67474,Cadereyta Jiménez,Nuevo León
67475,Cadereyta Jiménez,Nuevo León
67476,Cadereyta Jiménez,Nuevo León
67480,Cadereyta Jiménez,Nuevo León
67483,Cadereyta Jiménez,Nuevo León
67484,Cadereyta Jiménez,Nuevo León
67485,Cadereyta Jiménez,Nuevo León
67486,Cadereyta Jiménez,Nuevo León
67488,Cadereyta Jiménez,Nuevo León
67490,Cadereyta Jiménez,Nuevo León
67492,Cadereyta Jiménez,Nuevo León
67493,Cadereyta Jiménez,Nuevo León
67496,Cadereyta Jiménez,Nuevo León
67497,Cadereyta Jiménez,Nuevo León
67498,Cadereyta Jiménez,Nuevo León
67499,Cadereyta Jiménez,Nuevo León
67500,Montemorelos,Nuevo León
67510,Montemorelos,Nuevo León
67512,Montemorelos,Nuevo León
67515,Montemorelos,Nuevo León
67520,Montemorelos,Nuevo León
67528,Montemorelos,Nuevo León
67530,Montemorelos,Nuevo León
67535,Montemorelos,Nuevo León
67540,Montemorelos,Nuevo León
67541,Montemorelos,Nuevo León
67543,Montemorelos,Nuevo León
67544,Montemorelos,Nuevo León
67550,Montemorelos,Nuevo León
67554,Montemorelos,Nuevo León
67560,Montemorelos,Nuevo León
67563,Montemorelos,Nuevo León
67570,Montemorelos,Nuevo León
67580,Montemorelos,Nuevo León
67587,Montemorelos,Nuevo León
67588,Montemorelos,Nuevo León
67589,Montemorelos,Nuevo León
67590,Montemorelos,Nuevo León
67599,Montemorelos,Nuevo León
67600,Montemorelos,Nuevo León
67604,Montemorelos,Nuevo León
67606,Montemorelos,Nuevo León
67607,Montemorelos,Nuevo León
67608,Montemorelos,Nuevo León
67610,Montemorelos,Nuevo León
67611,Montemorelos,Nuevo León
67612,Montemorelos,Nuevo León
67613,Montemorelos,Nuevo León
67614,Montemorelos,Nuevo León
67615,Montemorelos,Nuevo León
67616,Montemorelos,Nuevo León
67617,Montemorelos,Nuevo León
67618,Montemorelos,Nuevo León
67619,Montemorelos,Nuevo León
67637,Montemorelos,Nuevo León
67639,Montemorelos,Nuevo León
67640,Montemorelos,Nuevo León
67650,Rayones,Nuevo León
67670,Rayones,Nuevo León
67674,Rayones,Nuevo León
67676,Rayones,Nuevo León
67677,Rayones,Nuevo León
67680,Rayones,Nuevo León
67690,Rayones,Nuevo León
67700,Linares,Nuevo León
67710,Linares,Nuevo León
67713,Linares,Nuevo León
67714,Linares,Nuevo León
67715,Linares,Nuevo León
67716,Linares,Nuevo León
67720,Linares,Nuevo León
67730,Linares,Nuevo León
67735,Linares,Nuevo León
67740,Linares,Nuevo León
67750,Linares,Nuevo León
67754,Linares,Nuevo León
67755,Linares,Nuevo León
67756,Linares,Nuevo León
67760,Linares,Nuevo León
67767,Linares,Nuevo León
67768,Linares,Nuevo León
67769,Linares,Nuevo León
67770,Linares,Nuevo León
67778,Linares,Nuevo León
67779,Linares,Nuevo León
67780,Linares,Nuevo León
67790,Linares,Nuevo León
67800,Linares,Nuevo León
67802,Linares,Nuevo León
67803,Linares,Nuevo León
67804,Linares,Nuevo León
67805,Linares,Nuevo León
67806,Linares,Nuevo León
67808,Linares,Nuevo León
67809,Linares,Nuevo León
67812,Linares,Nuevo León
67815,Linares,Nuevo León
67816,Linares,Nuevo León
67817,Linares,Nuevo León
67819,Linares,Nuevo León
67824,Linares,Nuevo León
67825,Linares,Nuevo León
67826,Linares,Nuevo León
67828,Linares,Nuevo León
67830,Iturbide,Nuevo León
67835,Iturbide,Nuevo León
67836,Iturbide,Nuevo León
67838,Iturbide,Nuevo León
67840,Iturbide,Nuevo León
67842,Iturbide,Nuevo León
67844,Iturbide,Nuevo León
67845,Iturbide,Nuevo León
67846,Iturbide,Nuevo León
67847,Iturbide,Nuevo León
67849,Iturbide,Nuevo León
67850,Galeana,Nuevo León
67852,Galeana,Nuevo León
67853,Galeana,Nuevo León
67854,Galeana,Nuevo León
67855,Galeana,Nuevo León
67856,Galeana,Nuevo León
67857,Galeana,Nuevo León
67858,Galeana,Nuevo León
67860,Galeana,Nuevo León
67863,Galeana,Nuevo León
67864,Galeana,Nuevo León
67865,Galeana,Nuevo León
67866,Galeana,Nuevo León
67867,Galeana,Nuevo León
67868,Galeana,Nuevo León
67870,Galeana,Nuevo León
67872,Galeana,Nuevo León
67873,Galeana,Nuevo León
67874,Galeana,Nuevo León
67875,Galeana,Nuevo León
67876,Galeana,Nuevo León
67877,Galeana,Nuevo León
67878,Galeana,Nuevo León
67880,Hualahuises,Nuevo León
67881,Hualahuises,Nuevo León
67884,Hualahuises,Nuevo León
67885,Hualahuises,Nuevo León
67890,Hualahuises,Nuevo León
67893,Hualahuises,Nuevo León
67895,Hualahuises,Nuevo León
67896,Hualahuises,Nuevo León
67897,Hualahuises,Nuevo León
67898,Hualahuises,Nuevo León
67899,Hualahuises,Nuevo León
67900,Doctor Arroyo,Nuevo León
67902,Doctor Arroyo,Nuevo León
67903,Doctor Arroyo,Nuevo León
67904,Doctor Arroyo,Nuevo León
67905,Doctor Arroyo,Nuevo León
67906,Doctor Arroyo,Nuevo León
67907,Doctor Arroyo,Nuevo León
67908,Doctor Arroyo,Nuevo León
67912,Doctor Arroyo,Nuevo León
67913,Doctor Arroyo,Nuevo León
67914,Doctor Arroyo,Nuevo León
67915,Doctor Arroyo,Nuevo León
67916,Doctor Arroyo,Nuevo León
67917,Doctor Arroyo,Nuevo León
67920,Doctor Arroyo,Nuevo León
67921,Doctor Arroyo,Nuevo León
67922,Doctor Arroyo,Nuevo León
67923,Doctor Arroyo,Nuevo León
67924,Doctor Arroyo,Nuevo León
67925,Doctor Arroyo,Nuevo León
67926,Doctor Arroyo,Nuevo León
67928,Doctor Arroyo,Nuevo León
67930,Doctor Arroyo,Nuevo León
67931,Doctor Arroyo,Nuevo León
67932,Doctor Arroyo,Nuevo León
67933,Doctor Arroyo,Nuevo León
67934,Doctor Arroyo,Nuevo León
67935,Doctor Arroyo,Nuevo León
67936,Doctor Arroyo,Nuevo León
67937,Doctor Arroyo,Nuevo León
67938,Doctor Arroyo,Nuevo León
67940,Aramberri,Nuevo León
67943,Aramberri,Nuevo León
67944,Aramberri,Nuevo León
67945,Aramberri,Nuevo León
67946,Aramberri,Nuevo León
67947,Aramberri,Nuevo León
67948,Aramberri,Nuevo León
67950,Aramberri,Nuevo León
67953,Aramberri,Nuevo León
67954,Aramberri,Nuevo León
67955,Aramberri,Nuevo León
67956,Aramberri,Nuevo León
67957,Aramberri,Nuevo León
67958,Aramberri,Nuevo León
67959,Aramberri,Nuevo León
67960,General Zaragoza,Nuevo León
67965,General Zaragoza,Nuevo León
67966,General Zaragoza,Nuevo León
67972,General Zaragoza,Nuevo León
67973,General Zaragoza,Nuevo León
67974,General Zaragoza,Nuevo León
67975,General Zaragoza,Nuevo León
67976,General Zaragoza,Nuevo León
67977,General Zaragoza,Nuevo León
67978,General Zaragoza,Nuevo León
67980,Mier y Noriega,Nuevo León
67982,Mier y Noriega,Nuevo León
67983,Mier y Noriega,Nuevo León
67984,Mier y Noriega,Nuevo León
67985,Mier y Noriega,Nuevo León
67986,Mier y Noriega,Nuevo León
67990,Mier y Noriega,Nuevo León
67996,Mier y Noriega,Nuevo León
68000,Oaxaca de Juárez,Oaxaca
68010,Oaxaca de Juárez,Oaxaca
68013,Oaxaca de Juárez,Oaxaca
68016,Oaxaca de Juárez,Oaxaca
68018,Oaxaca de Juárez,Oaxaca
68020,Oaxaca de Juárez,Oaxaca
68023,Oaxaca de Juárez,Oaxaca
68024,Oaxaca de Juárez,Oaxaca
68025,Oaxaca de Juárez,Oaxaca
68026,Oaxaca de Juárez,Oaxaca
68027,Oaxaca de Juárez,Oaxaca
68028,Oaxaca de Juárez,Oaxaca
68030,Oaxaca de Juárez,Oaxaca
68033,Oaxaca de Juárez,Oaxaca
68034,Oaxaca de Juárez,Oaxaca
68039,Oaxaca de Juárez,Oaxaca
68040,Oaxaca de Juárez,Oaxaca
68043,Oaxaca de Juárez,Oaxaca
68044,Oaxaca de Juárez,Oaxaca
68045,Oaxaca de Juárez,Oaxaca
68050,Oaxaca de Juárez,Oaxaca
68060,Oaxaca de Juárez,Oaxaca
68067,Oaxaca de Juárez,Oaxaca
68068,Oaxaca de Juárez,Oaxaca
68070,Oaxaca de Juárez,Oaxaca
68075,Oaxaca de Juárez,Oaxaca
68080,Oaxaca de Juárez,Oaxaca
68083,Oaxaca de Juárez,Oaxaca
68090,Oaxaca de Juárez,Oaxaca
68100,Oaxaca de Juárez,Oaxaca
68103,Oaxaca de Juárez,Oaxaca
68104,Oaxaca de Juárez,Oaxaca
68110,Oaxaca de Juárez,Oaxaca
68115,Oaxaca de Juárez,Oaxaca
68120,Oaxaca de Juárez,Oaxaca
68125,Oaxaca de Juárez,Oaxaca
68126,Oaxaca de Juárez,Oaxaca
68127,Oaxaca de Juárez,Oaxaca
68128,Oaxaca de Juárez,Oaxaca
68130,Oaxaca de Juárez,Oaxaca
68133,Oaxaca de Juárez,Oaxaca
68134,Oaxaca de Juárez,Oaxaca
68140,Oaxaca de Juárez,Oaxaca
68143,Oaxaca de Juárez,Oaxaca
68144,Oaxaca de Juárez,Oaxaca
68146,Oaxaca de Juárez,Oaxaca
68148,Oaxaca de Juárez,Oaxaca
68149,Oaxaca de Juárez,Oaxaca
68150,Oaxaca de Juárez,Oaxaca
68153,Oaxaca de Juárez,Oaxaca
68154,Oaxaca de Juárez,Oaxaca
68155,Oaxaca de Juárez,Oaxaca
68156,Oaxaca de Juárez,Oaxaca
68157,Oaxaca de Juárez,Oaxaca
68159,Oaxaca de Juárez,Oaxaca
68200,Villa de Etla,Oaxaca
68204,San Juan Bautista Atatlahuca,Oaxaca
68205,San Juan Bautista Atatlahuca,Oaxaca
68207,San Jerónimo Sosola,Oaxaca
68208,San Jerónimo Sosola,Oaxaca
68210,San Juan Bautista Jayacatlán,Oaxaca
68213,San Francisco Telixtlahuaca,Oaxaca
68214,San Francisco Telixtlahuaca,Oaxaca
68216,San Francisco Telixtlahuaca,Oaxaca
68217,Santiago Tenango,Oaxaca
68218,Santiago Tenango,Oaxaca
68219,Santiago Tenango,Oaxaca
68220,San Pablo Huitzo,Oaxaca
68222,San Pablo Huitzo,Oaxaca
68224,San Juan del Estado,Oaxaca
68226,Magdalena Apasco,Oaxaca
68227,Magdalena Apasco,Oaxaca
68228,Magdalena Apasco,Oaxaca
68230,Santiago Suchilquitongo,Oaxaca
68232,Santiago Suchilquitongo,Oaxaca
68233,Santiago Suchilquitongo,Oaxaca
68234,San Juan Bautista Guelache,Oaxaca
68235,San Juan Bautista Guelache,Oaxaca
68236,San Juan Bautista Guelache,Oaxaca
68237,Reyes Etla,Oaxaca
68238,Reyes Etla,Oaxaca
68240,Nazareno Etla,Oaxaca
68244,San Andrés Zautla,Oaxaca
68247,San Agustín Etla,Oaxaca
68248,San Agustín Etla,Oaxaca
68250,Soledad Etla,Oaxaca
68254,Santo Tomás Mazaltepec,Oaxaca
68256,Guadalupe Etla,Oaxaca
68257,Guadalupe Etla,Oaxaca
68258,San Pablo Etla,Oaxaca
68259,San Pablo Etla,Oaxaca
68260,San Felipe Tejalápam,Oaxaca
68261,San Felipe Tejalápam,Oaxaca
68262,San Felipe Tejalápam,Oaxaca
68263,San Lorenzo Cacaotepec,Oaxaca
68264,San Lorenzo Cacaotepec,Oaxaca
68266,Santa María Peñoles,Oaxaca
68267,Santa María Peñoles,Oaxaca
68268,Santiago Tlazoyaltepec,Oaxaca
68269,Santiago Tlazoyaltepec,Oaxaca
68270,Tlalixtac de Cabrera,Oaxaca
68273,Tlalixtac de Cabrera,Oaxaca
68274,Oaxaca de Juárez,Oaxaca
68275,Oaxaca de Juárez,Oaxaca
68276,Oaxaca de Juárez,Oaxaca
68277,Oaxaca de Juárez,Oaxaca
68278,Oaxaca de Juárez,Oaxaca
68280,Oaxaca de Juárez,Oaxaca
68283,Oaxaca de Juárez,Oaxaca
68284,Oaxaca de Juárez,Oaxaca
68285,San Jacinto Amilpas,Oaxaca
68287,San Andrés Huayápam,Oaxaca
68288,San Andrés Huayápam,Oaxaca
68290,San Agustín Yatareni,Oaxaca
68293,Santo Domingo Tomaltepec,Oaxaca
68297,Santa María del Tule,Oaxaca
68299,Santa María del Tule,Oaxaca
68300,San Juan Bautista Tuxtepec,Oaxaca
68310,San Juan Bautista Tuxtepec,Oaxaca
68313,San Juan Bautista Tuxtepec,Oaxaca
68314,San Juan Bautista Tuxtepec,Oaxaca
68320,San Juan Bautista Tuxtepec,Oaxaca
68322,San Juan Bautista Tuxtepec,Oaxaca
68323,San Juan Bautista Tuxtepec,Oaxaca
68324,San Juan Bautista Tuxtepec,Oaxaca
68325,San Juan Bautista Tuxtepec,Oaxaca
68326,San Juan Bautista Tuxtepec,Oaxaca
68330,San Juan Bautista Tuxtepec,Oaxaca
68333,San Juan Bautista Tuxtepec,Oaxaca
68334,San Juan Bautista Tuxtepec,Oaxaca
68335,San Juan Bautista Tuxtepec,Oaxaca
68336,San Juan Bautista Tuxtepec,Oaxaca
68340,San Juan Bautista Tuxtepec,Oaxaca
68345,San Juan Bautista Tuxtepec,Oaxaca
68347,San Juan Bautista Tuxtepec,Oaxaca
68350,San Juan Bautista Tuxtepec,Oaxaca
68353,San Juan Bautista Tuxtepec,Oaxaca
68360,San Juan Bautista Tuxtepec,Oaxaca
68363,San Juan Bautista Tuxtepec,Oaxaca
68364,San Juan Bautista Tuxtepec,Oaxaca
68365,San Juan Bautista Tuxtepec,Oaxaca
68370,San Juan Bautista Tuxtepec,Oaxaca
68373,San Juan Bautista Tuxtepec,Oaxaca
68374,San Juan Bautista Tuxtepec,Oaxaca
68375,San Juan Bautista Tuxtepec,Oaxaca
68376,San Juan Bautista Tuxtepec,Oaxaca
68400,Loma Bonita,Oaxaca
68402,Loma Bonita,Oaxaca
68403,Loma Bonita,Oaxaca
68404,Loma Bonita,Oaxaca
68405,Loma Bonita,Oaxaca
68406,Loma Bonita,Oaxaca
68407,San José Independencia,Oaxaca
68408,San José Independencia,Oaxaca
68410,Cosolapa,Oaxaca
68411,Cosolapa,Oaxaca
68412,Cosolapa,Oaxaca
68413,Cosolapa,Oaxaca
68415,Cosolapa,Oaxaca
68416,Cosolapa,Oaxaca
68417,Cosolapa,Oaxaca
68418,Cosolapa,Oaxaca
68419,Cosolapa,Oaxaca
68420,Acatlán de Pérez Figueroa,Oaxaca
68422,Acatlán de Pérez Figueroa,Oaxaca
68424,Acatlán de Pérez Figueroa,Oaxaca
68425,Acatlán de Pérez Figueroa,Oaxaca
68426,Acatlán de Pérez Figueroa,Oaxaca
68427,Acatlán de Pérez Figueroa,Oaxaca
68428,Acatlán de Pérez Figueroa,Oaxaca
68430,San Miguel Soyaltepec,Oaxaca
68432,San Miguel Soyaltepec,Oaxaca
68433,San Miguel Soyaltepec,Oaxaca
68434,San Miguel Soyaltepec,Oaxaca
68435,Ayotzintepec,Oaxaca
68436,Ayotzintepec,Oaxaca
68437,Ayotzintepec,Oaxaca
68438,Ayotzintepec,Oaxaca
68440,San Juan Bautista Tuxtepec,Oaxaca
68442,San Juan Bautista Tuxtepec,Oaxaca
68443,San Juan Bautista Tuxtepec,Oaxaca
68444,San Juan Bautista Tuxtepec,Oaxaca
68445,San Juan Bautista Tuxtepec,Oaxaca
68446,San Juan Bautista Tuxtepec,Oaxaca
68447,San Juan Bautista Tuxtepec,Oaxaca
68448,San Juan Bautista Tuxtepec,Oaxaca
68449,San Juan Bautista Tuxtepec,Oaxaca
68450,San Pedro Ixcatlán,Oaxaca
68451,San Pedro Ixcatlán,Oaxaca
68452,San Pedro Ixcatlán,Oaxaca
68456,San José Chiltepec,Oaxaca
68457,San José Chiltepec,Oaxaca
68458,San José Chiltepec,Oaxaca
68459,San José Chiltepec,Oaxaca
68460,San Felipe Jalapa de Díaz,Oaxaca
68462,San Felipe Jalapa de Díaz,Oaxaca
68463,San Felipe Jalapa de Díaz,Oaxaca
68464,San Felipe Jalapa de Díaz,Oaxaca
68465,Santa María Jacatepec,Oaxaca
68466,Santa María Jacatepec,Oaxaca
68467,Santa María Jacatepec,Oaxaca
68468,Santa María Jacatepec,Oaxaca
68470,San Lucas Ojitlán,Oaxaca
68472,San Lucas Ojitlán,Oaxaca
68473,San Lucas Ojitlán,Oaxaca
68474,San Lucas Ojitlán,Oaxaca
68475,San Lucas Ojitlán,Oaxaca
68476,San Lucas Ojitlán,Oaxaca
68477,San Lucas Ojitlán,Oaxaca
68479,San Lucas Ojitlán,Oaxaca
68480,San Juan Bautista Valle Nacional,Oaxaca
68482,San Juan Bautista Valle Nacional,Oaxaca
68483,San Juan Bautista Valle Nacional,Oaxaca
68484,San Juan Bautista Valle Nacional,Oaxaca
68485,San Juan Bautista Valle Nacional,Oaxaca
68486,San Juan Bautista Valle Nacional,Oaxaca
68487,San Juan Bautista Valle Nacional,Oaxaca
68488,San Juan Bautista Valle Nacional,Oaxaca
68490,San Felipe Usila,Oaxaca
68491,San Felipe Usila,Oaxaca
68493,San Felipe Usila,Oaxaca
68494,San Felipe Usila,Oaxaca
68495,San Felipe Usila,Oaxaca
68496,San Felipe Usila,Oaxaca
68497,San Felipe Usila,Oaxaca
68500,Huautla de Jiménez,Oaxaca
68501,Huautla de Jiménez,Oaxaca
68502,Huautla de Jiménez,Oaxaca
68503,Huautla de Jiménez,Oaxaca
68504,Huautla de Jiménez,Oaxaca
68505,Huautla de Jiménez,Oaxaca
68506,Huautla de Jiménez,Oaxaca
68508,Huautla de Jiménez,Oaxaca
68510,Santa María Chilchotla,Oaxaca
68511,Santa María Chilchotla,Oaxaca
68512,Santa María Chilchotla,Oaxaca
68513,Santa María Chilchotla,Oaxaca
68514,Santa María Chilchotla,Oaxaca
68515,Santa Ana Ateixtlahuaca,Oaxaca
68518,San Lorenzo Cuaunecuiltitla,Oaxaca
68520,San Francisco Huehuetlán,Oaxaca
68523,San Francisco Huehuetlán,Oaxaca
68524,San Pedro Ocopetatillo,Oaxaca
68527,Santa Cruz Acatepec,Oaxaca
68530,Eloxochitlán de Flores Magón,Oaxaca
68532,Eloxochitlán de Flores Magón,Oaxaca
68533,Eloxochitlán de Flores Magón,Oaxaca
68534,Eloxochitlán de Flores Magón,Oaxaca
68535,Santiago Texcalcingo,Oaxaca
68536,Santiago Texcalcingo,Oaxaca
68537,Santiago Texcalcingo,Oaxaca
68540,Teotitlán de Flores Magón,Oaxaca
68542,Teotitlán de Flores Magón,Oaxaca
68543,Teotitlán de Flores Magón,Oaxaca
68544,Santa María Teopoxco,Oaxaca
68545,Santa María Teopoxco,Oaxaca
68547,San Martín Toxpalan,Oaxaca
68548,San Martín Toxpalan,Oaxaca
68550,San Jerónimo Tecóatl,Oaxaca
68551,San Jerónimo Tecóatl,Oaxaca
68552,San Jerónimo Tecóatl,Oaxaca
68553,Santa María la Asunción,Oaxaca
68555,Huautepec,Oaxaca
68557,San Juan Coatzóspam,Oaxaca
68558,San Juan Coatzóspam,Oaxaca
68560,San Lucas Zoquiápam,Oaxaca
68561,San Lucas Zoquiápam,Oaxaca
68562,San Lucas Zoquiápam,Oaxaca
68563,San Lucas Zoquiápam,Oaxaca
